symbol,cp_time,cp_type,entry_time,entry_price,direction,trade_dir,atr_entry,risk_distance,exit_time,exit_price,exit_reason,hold_bars,gross_R,net_R
BTCUSDT,2026-02-06 00:00:00+00:00,down,2026-02-06 04:00:00+00:00,64138.1,-1,-1,2511.1535305012744,3766.7302957519114,2026-02-06 12:00:00+00:00,67904.8302957519,atr_trail_or_sl,2,-0.9999999999999986,-1.0238385371262877
BTCUSDT,2026-02-06 16:00:00+00:00,down,2026-02-06 20:00:00+00:00,70675.5,-1,-1,2600.5653812121745,3900.848071818262,2026-02-08 20:00:00+00:00,72070.23936024477,atr_trail_or_sl,12,-0.35754772669078977,-0.38291290323145916
BTCUSDT,2026-02-15 12:00:00+00:00,down,2026-02-15 16:00:00+00:00,69068.1,-1,-1,1167.3973642790231,1751.0960464185346,2026-02-20 08:00:00+00:00,68091.20848134029,atr_trail_or_sl,28,0.5578743214329805,0.5026544263291294
BTCUSDT,2026-02-24 16:00:00+00:00,down,2026-02-24 20:00:00+00:00,64405.4,-1,-1,1066.6132040796144,1599.9198061194215,2026-02-25 00:00:00+00:00,66005.31980611943,atr_trail_or_sl,1,-1.0000000000000027,-1.0563575497066344
BTCUSDT,2026-02-27 08:00:00+00:00,down,2026-02-27 12:00:00+00:00,66094.0,-1,-1,1264.510804569169,1896.7662068537536,2026-02-28 16:00:00+00:00,66059.94085784028,atr_trail_or_sl,7,0.017956426066982396,-0.030827446012585108
BTCUSDT,2026-03-02 12:00:00+00:00,up,2026-03-02 20:00:00+00:00,68928.4,1,1,1576.78447438966,2365.17671158449,2026-03-03 08:00:00+00:00,66563.22328841551,atr_trail_or_sl,3,-0.9999999999999979,-1.040800232611519
BTCUSDT,2026-03-04 04:00:00+00:00,up,2026-03-04 08:00:00+00:00,69464.5,1,1,1546.3241269062112,2319.486190359317,2026-03-06 04:00:00+00:00,70266.03192042872,atr_trail_or_sl,11,0.3455644287774593,0.3036369103450539
BTCUSDT,2026-03-08 08:00:00+00:00,down,2026-03-08 12:00:00+00:00,67490.1,-1,-1,1082.32704032868,1623.49056049302,2026-03-09 08:00:00+00:00,68341.99619861708,atr_trail_or_sl,5,-0.5247312299483732,-0.582930607449716
BTCUSDT,2026-03-13 08:00:00+00:00,up,2026-03-13 12:00:00+00:00,72189.8,1,1,1140.3622193117853,1710.543328967678,2026-03-13 16:00:00+00:00,70835.23056231193,atr_trail_or_sl,1,-0.7918942564907496,-0.8509782436008533
BTCUSDT,2026-03-16 04:00:00+00:00,up,2026-03-16 08:00:00+00:00,73427.8,1,1,1014.8617351906435,1522.2926027859653,2026-03-18 08:00:00+00:00,73298.0569264552,atr_trail_or_sl,12,-0.08522873546606967,-0.15275775046086537
BTCUSDT,2026-03-31 16:00:00+00:00,down,2026-03-31 20:00:00+00:00,67803.0,-1,-1,1112.1655557264423,1668.2483335896636,2026-04-04 12:00:00+00:00,67519.0731235029,atr_trail_or_sl,22,0.1701946111860722,0.11329408978962863
BTCUSDT,2026-04-08 12:00:00+00:00,up,2026-04-08 16:00:00+00:00,71274.9,1,1,1089.2727192754628,1633.9090789131942,2026-04-12 00:00:00+00:00,71619.13370309644,atr_trail_or_sl,20,0.21068106392150673,0.1496098199411669
BTCUSDT,2026-04-14 12:00:00+00:00,up,2026-04-14 16:00:00+00:00,75268.1,1,1,984.9587663331788,1477.4381494997683,2026-04-14 20:00:00+00:00,73790.66185050024,atr_trail_or_sl,1,-0.9999999999999979,-1.0713230127675226
BTCUSDT,2026-04-17 12:00:00+00:00,up,2026-04-17 16:00:00+00:00,77736.2,1,1,1091.0522158500844,1636.5783237751266,2026-04-18 08:00:00+00:00,76099.62167622487,atr_trail_or_sl,4,-1.0000000000000029,-1.066498913262497
BTCUSDT,2026-04-22 00:00:00+00:00,up,2026-04-22 04:00:00+00:00,77488.4,1,1,1079.9488713016415,1619.923306952462,2026-04-23 08:00:00+00:00,76928.58103014008,atr_trail_or_sl,7,-0.34558362575392254,-0.4125520800840778
BTCUSDT,2026-05-01 12:00:00+00:00,up,2026-05-01 16:00:00+00:00,78395.4,1,1,810.1837000612202,1215.2755500918302,2026-05-04 08:00:00+00:00,78686.74860256296,atr_trail_or_sl,16,0.23973871813758857,0.14942705179022672
BTCUSDT,2026-05-04 12:00:00+00:00,up,2026-05-04 16:00:00+00:00,79976.6,1,1,922.5000738099155,1383.7501107148732,2026-05-07 08:00:00+00:00,80554.42474088127,atr_trail_or_sl,16,0.4175788217879487,0.3366630269974027
BTCUSDT,2026-05-12 12:00:00+00:00,up,2026-05-12 16:00:00+00:00,80301.6,1,1,756.6485288514433,1134.972793277165,2026-05-13 12:00:00+00:00,79421.17795107988,atr_trail_or_sl,5,-0.7757208403013433,-0.8747736463826129
BTCUSDT,2026-05-14 12:00:00+00:00,up,2026-05-14 20:00:00+00:00,81373.8,1,1,915.8961668465472,1373.8442502698208,2026-05-15 12:00:00+00:00,80582.0,reversal_invalidation,4,-0.5763389844551118,-0.6592620086462642
BTCUSDT,2026-05-15 12:00:00+00:00,down,2026-05-15 20:00:00+00:00,79104.3,-1,-1,906.0154118262296,1359.0231177393443,2026-05-20 12:00:00+00:00,77815.84428752349,atr_trail_or_sl,28,0.948074904435609,0.866585473862699
BTCUSDT,2026-06-04 00:00:00+00:00,down,2026-06-04 04:00:00+00:00,64336.2,-1,-1,1339.852757226799,2009.7791358401985,2026-06-07 08:00:00+00:00,62436.84213956588,atr_trail_or_sl,19,0.9450580049135997,0.900241796807058
BTCUSDT,2026-06-24 20:00:00+00:00,down,2026-06-25 00:00:00+00:00,61051.2,-1,-1,991.2727022914266,1486.9090534371398,2026-06-27 12:00:00+00:00,60629.17181146158,atr_trail_or_sl,15,0.28382918751006114,0.22634639809370538
BTCUSDT,2026-06-29 12:00:00+00:00,down,2026-06-29 16:00:00+00:00,59800.3,-1,-1,939.8007453046638,1409.7011179569956,2026-06-30 20:00:00+00:00,58605.4,data_end,8,0.8476264825069487,0.7882377092886005
